,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc,AirBeam3:0cb815a911bc
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
548,Alexandra activation,2026-08-28T10:12:14.000,-26.1059534,28.1069483,83.0,14.0,15.0,15.0,31.0
549,Alexandra activation,2026-08-28T10:12:19.000,-26.1059537,28.106949,83.0,14.0,16.0,15.0,32.0
550,Alexandra activation,2026-08-28T10:12:24.000,-26.1059527,28.1069494,83.0,15.0,17.0,16.0,32.0
551,Alexandra activation,2026-08-28T10:12:29.000,-26.1059525,28.1069494,83.0,19.0,22.0,20.0,32.0
552,Alexandra activation,2026-08-28T10:12:34.000,-26.1059537,28.1069481,83.0,22.0,28.0,24.0,32.0
553,Alexandra activation,2026-08-28T10:12:39.000,-26.1059535,28.1069478,83.0,21.0,27.0,23.0,32.0
554,Alexandra activation,2026-08-28T10:12:44.000,-26.1059538,28.106948,83.0,21.0,27.0,23.0,33.0
555,Alexandra activation,2026-08-28T10:12:49.000,-26.1059545,28.1069481,84.0,20.0,25.0,22.0,32.0
556,Alexandra activation,2026-08-28T10:12:54.000,-26.1059552,28.1069483,84.0,21.0,27.0,23.0,32.0
557,Alexandra activation,2026-08-28T10:12:59.000,-26.1059608,28.1069449,84.0,21.0,27.0,23.0,32.0
558,Alexandra activation,2026-08-28T10:13:04.000,-26.1059926,28.1068954,84.0,22.0,29.0,24.0,31.0
559,Alexandra activation,2026-08-28T10:13:09.000,-26.1060103,28.1068453,84.0,23.0,31.0,25.0,31.0
560,Alexandra activation,2026-08-28T10:13:14.000,-26.1060229,28.1068001,84.0,20.0,24.0,22.0,32.0
561,Alexandra activation,2026-08-28T10:13:19.000,-26.1060336,28.1067601,84.0,15.0,16.0,16.0,32.0
562,Alexandra activation,2026-08-28T10:13:24.000,-26.1060465,28.1067151,84.0,14.0,15.0,15.0,32.0
563,Alexandra activation,2026-08-28T10:13:29.000,-26.1060465,28.1066981,84.0,13.0,14.0,14.0,32.0
564,Alexandra activation,2026-08-28T10:13:34.000,-26.1060568,28.106671,84.0,12.0,13.0,13.0,32.0
565,Alexandra activation,2026-08-28T10:13:39.000,-26.1060694,28.1066293,84.0,13.0,14.0,14.0,32.0
566,Alexandra activation,2026-08-28T10:13:44.000,-26.1060881,28.1065787,84.0,13.0,14.0,14.0,32.0
567,Alexandra activation,2026-08-28T10:13:49.000,-26.1060992,28.1065268,84.0,13.0,15.0,14.0,32.0
568,Alexandra activation,2026-08-28T10:13:54.000,-26.1061155,28.1064799,84.0,12.0,13.0,13.0,32.0
569,Alexandra activation,2026-08-28T10:13:59.000,-26.1061464,28.1064086,84.0,13.0,15.0,14.0,32.0
570,Alexandra activation,2026-08-28T10:14:04.000,-26.1061616,28.1063511,84.0,12.0,13.0,13.0,32.0
571,Alexandra activation,2026-08-28T10:14:09.000,-26.1061606,28.1063192,84.0,13.0,14.0,14.0,32.0
572,Alexandra activation,2026-08-28T10:14:14.000,-26.1061693,28.1062941,84.0,12.0,13.0,13.0,32.0
573,Alexandra activation,2026-08-28T10:14:19.000,-26.1061909,28.106259,84.0,12.0,13.0,13.0,32.0
574,Alexandra activation,2026-08-28T10:14:24.000,-26.1061964,28.1062064,84.0,11.0,12.0,12.0,32.0
575,Alexandra activation,2026-08-28T10:14:29.000,-26.1062155,28.1061518,84.0,12.0,13.0,13.0,32.0
576,Alexandra activation,2026-08-28T10:14:34.000,-26.1062306,28.1060944,85.0,12.0,13.0,13.0,32.0
577,Alexandra activation,2026-08-28T10:14:39.000,-26.1062574,28.1060409,85.0,13.0,14.0,14.0,32.0
578,Alexandra activation,2026-08-28T10:14:44.000,-26.1062701,28.1059813,85.0,12.0,13.0,13.0,32.0
579,Alexandra activation,2026-08-28T10:14:49.000,-26.1062708,28.1059604,85.0,10.0,11.0,11.0,32.0
580,Alexandra activation,2026-08-28T10:14:54.000,-26.1062602,28.1059642,85.0,11.0,12.0,12.0,32.0
581,Alexandra activation,2026-08-28T10:14:59.000,-26.1062416,28.1059586,85.0,11.0,12.0,12.0,32.0
582,Alexandra activation,2026-08-28T10:15:04.000,-26.1062502,28.1059448,85.0,13.0,14.0,14.0,32.0
583,Alexandra activation,2026-08-28T10:15:09.000,-26.1062967,28.1058847,85.0,12.0,13.0,13.0,32.0
584,Alexandra activation,2026-08-28T10:15:14.000,-26.106327,28.1058234,85.0,14.0,15.0,15.0,32.0
585,Alexandra activation,2026-08-28T10:15:19.000,-26.1063253,28.1057994,85.0,15.0,16.0,16.0,32.0
586,Alexandra activation,2026-08-28T10:15:24.000,-26.1063288,28.1057578,85.0,13.0,15.0,14.0,32.0
587,Alexandra activation,2026-08-28T10:15:29.000,-26.1063557,28.105698,85.0,14.0,16.0,15.0,32.0
588,Alexandra activation,2026-08-28T10:15:34.000,-26.1063547,28.1056552,85.0,14.0,16.0,16.0,32.0
589,Alexandra activation,2026-08-28T10:15:39.000,-26.1063658,28.1056278,85.0,15.0,17.0,16.0,32.0
590,Alexandra activation,2026-08-28T10:15:44.000,-26.1063757,28.1055851,85.0,14.0,15.0,15.0,32.0
591,Alexandra activation,2026-08-28T10:15:49.000,-26.10639,28.1055333,85.0,12.0,13.0,13.0,32.0
592,Alexandra activation,2026-08-28T10:15:54.000,-26.1063963,28.1055057,85.0,11.0,12.0,12.0,32.0
593,Alexandra activation,2026-08-28T10:15:59.000,-26.1064087,28.1054512,85.0,10.0,11.0,11.0,32.0
594,Alexandra activation,2026-08-28T10:16:04.000,-26.106436,28.1053897,85.0,24.0,37.0,27.0,32.0
595,Alexandra activation,2026-08-28T10:16:09.000,-26.106459,28.1053674,85.0,81.0,177.0,98.0,32.0
596,Alexandra activation,2026-08-28T10:16:14.000,-26.1064542,28.1053292,85.0,109.0,249.0,134.0,32.0
597,Alexandra activation,2026-08-28T10:16:19.000,-26.10645,28.1053411,85.0,78.0,169.0,94.0,32.0
598,Alexandra activation,2026-08-28T10:16:24.000,-26.1064534,28.1053386,86.0,46.0,87.0,53.0,31.0
599,Alexandra activation,2026-08-28T10:16:29.000,-26.1064656,28.1053007,86.0,24.0,33.0,26.0,31.0
600,Alexandra activation,2026-08-28T10:16:34.000,-26.106477,28.1052451,86.0,27.0,39.0,29.0,32.0
601,Alexandra activation,2026-08-28T10:16:39.000,-26.1064801,28.1051738,86.0,27.0,40.0,29.0,31.0
602,Alexandra activation,2026-08-28T10:16:44.000,-26.1064914,28.1051408,86.0,21.0,27.0,23.0,31.0
603,Alexandra activation,2026-08-28T10:16:49.000,-26.1065017,28.1051387,86.0,33.0,53.0,36.0,31.0
604,Alexandra activation,2026-08-28T10:16:54.000,-26.1065095,28.1051193,86.0,31.0,50.0,34.0,31.0
605,Alexandra activation,2026-08-28T10:16:59.000,-26.1065066,28.1050808,86.0,25.0,35.0,27.0,31.0
606,Alexandra activation,2026-08-28T10:17:04.000,-26.1065118,28.1050233,86.0,20.0,25.0,22.0,32.0
607,Alexandra activation,2026-08-28T10:17:09.000,-26.1065252,28.1049792,86.0,19.0,22.0,21.0,32.0
608,Alexandra activation,2026-08-28T10:17:14.000,-26.1065424,28.1049366,86.0,21.0,27.0,23.0,32.0
609,Alexandra activation,2026-08-28T10:17:19.000,-26.1065515,28.104889,86.0,24.0,33.0,26.0,32.0
610,Alexandra activation,2026-08-28T10:17:24.000,-26.1065564,28.1048463,86.0,28.0,42.0,30.0,32.0
611,Alexandra activation,2026-08-28T10:17:29.000,-26.1065768,28.1047842,86.0,27.0,39.0,29.0,32.0
612,Alexandra activation,2026-08-28T10:17:34.000,-26.1066136,28.1047431,86.0,23.0,31.0,25.0,32.0
613,Alexandra activation,2026-08-28T10:17:39.000,-26.1066315,28.104704,86.0,20.0,24.0,22.0,32.0
614,Alexandra activation,2026-08-28T10:17:44.000,-26.1066401,28.104643,86.0,22.0,30.0,24.0,32.0
615,Alexandra activation,2026-08-28T10:17:49.000,-26.106648,28.1045972,86.0,26.0,37.0,28.0,32.0
616,Alexandra activation,2026-08-28T10:17:54.000,-26.106637,28.1045823,86.0,28.0,41.0,30.0,31.0
617,Alexandra activation,2026-08-28T10:17:59.000,-26.1066468,28.1045704,86.0,29.0,44.0,31.0,31.0
618,Alexandra activation,2026-08-28T10:18:04.000,-26.1066592,28.1045808,86.0,28.0,42.0,30.0,31.0
619,Alexandra activation,2026-08-28T10:18:09.000,-26.1066594,28.1045858,86.0,25.0,36.0,27.0,31.0
620,Alexandra activation,2026-08-28T10:18:14.000,-26.1066606,28.1045875,86.0,19.0,24.0,21.0,30.0
621,Alexandra activation,2026-08-28T10:18:19.000,-26.1066609,28.1045878,86.0,13.0,14.0,14.0,30.0
622,Alexandra activation,2026-08-28T10:18:24.000,-26.1066612,28.1045876,86.0,14.0,16.0,15.0,30.0
623,Alexandra activation,2026-08-28T10:18:29.000,-26.1066612,28.104586,86.0,14.0,15.0,15.0,30.0
624,Alexandra activation,2026-08-28T10:18:34.000,-26.1066614,28.1045854,86.0,25.0,35.0,27.0,30.0
625,Alexandra activation,2026-08-28T10:18:39.000,-26.1066614,28.1045849,86.0,47.0,89.0,54.0,30.0
626,Alexandra activation,2026-08-28T10:18:44.000,-26.1066614,28.104585,86.0,49.0,93.0,56.0,30.0
627,Alexandra activation,2026-08-28T10:18:49.000,-26.106661,28.1045862,86.0,43.0,80.0,49.0,31.0
628,Alexandra activation,2026-08-28T10:18:54.000,-26.1066606,28.1045873,86.0,42.0,76.0,48.0,31.0
629,Alexandra activation,2026-08-28T10:18:59.000,-26.1066594,28.1045881,86.0,45.0,85.0,52.0,30.0
630,Alexandra activation,2026-08-28T10:19:04.000,-26.1066594,28.1045873,86.0,36.0,62.0,41.0,30.0
631,Alexandra activation,2026-08-28T10:19:09.000,-26.1066928,28.1045505,86.0,30.0,47.0,33.0,30.0
632,Alexandra activation,2026-08-28T10:19:14.000,-26.1067024,28.10449,86.0,20.0,24.0,22.0,30.0
633,Alexandra activation,2026-08-28T10:19:19.000,-26.1067298,28.1044097,86.0,19.0,22.0,21.0,30.0
634,Alexandra activation,2026-08-28T10:19:24.000,-26.1067336,28.1043583,86.0,15.0,17.0,16.0,30.0
635,Alexandra activation,2026-08-28T10:19:29.000,-26.1067469,28.1043157,86.0,12.0,13.0,13.0,30.0
636,Alexandra activation,2026-08-28T10:19:34.000,-26.1067526,28.1042599,86.0,14.0,15.0,15.0,30.0
637,Alexandra activation,2026-08-28T10:19:39.000,-26.1067682,28.1041975,86.0,15.0,17.0,16.0,31.0
638,Alexandra activation,2026-08-28T10:19:44.000,-26.106778,28.1041175,86.0,16.0,18.0,17.0,31.0
639,Alexandra activation,2026-08-28T10:19:49.000,-26.1067668,28.1040582,86.0,15.0,17.0,16.0,31.0
640,Alexandra activation,2026-08-28T10:19:54.000,-26.106789,28.1040148,86.0,14.0,16.0,15.0,31.0
641,Alexandra activation,2026-08-28T10:19:59.000,-26.1068062,28.1039799,86.0,13.0,15.0,14.0,31.0
642,Alexandra activation,2026-08-28T10:20:04.000,-26.1068133,28.1039877,86.0,14.0,16.0,15.0,30.0
643,Alexandra activation,2026-08-28T10:20:09.000,-26.1068382,28.1039469,86.0,13.0,14.0,14.0,31.0
644,Alexandra activation,2026-08-28T10:20:14.000,-26.1068728,28.1038746,86.0,11.0,12.0,12.0,31.0
645,Alexandra activation,2026-08-28T10:20:19.000,-26.1069124,28.103798,86.0,13.0,14.0,14.0,31.0
646,Alexandra activation,2026-08-28T10:20:24.000,-26.1069306,28.1037453,86.0,14.0,16.0,15.0,31.0
647,Alexandra activation,2026-08-28T10:20:29.000,-26.1069399,28.1036791,86.0,14.0,16.0,15.0,31.0
648,Alexandra activation,2026-08-28T10:20:34.000,-26.1069427,28.1036471,86.0,15.0,17.0,16.0,30.0
649,Alexandra activation,2026-08-28T10:20:39.000,-26.1069417,28.1036407,86.0,13.0,14.0,14.0,30.0
650,Alexandra activation,2026-08-28T10:20:44.000,-26.1069661,28.1035931,86.0,13.0,14.0,14.0,30.0
651,Alexandra activation,2026-08-28T10:20:49.000,-26.1070026,28.1035353,86.0,12.0,13.0,13.0,31.0
652,Alexandra activation,2026-08-28T10:20:54.000,-26.1070271,28.1034644,86.0,14.0,15.0,15.0,30.0
653,Alexandra activation,2026-08-28T10:20:59.000,-26.1070309,28.1034034,86.0,15.0,17.0,16.0,30.0
654,Alexandra activation,2026-08-28T10:21:04.000,-26.1070332,28.1033496,86.0,16.0,18.0,17.0,31.0
655,Alexandra activation,2026-08-28T10:21:09.000,-26.1070481,28.1033149,86.0,17.0,19.0,18.0,31.0
656,Alexandra activation,2026-08-28T10:21:14.000,-26.1070598,28.1032668,86.0,18.0,21.0,20.0,31.0
657,Alexandra activation,2026-08-28T10:21:19.000,-26.1070452,28.1032357,86.0,21.0,28.0,23.0,31.0
658,Alexandra activation,2026-08-28T10:21:24.000,-26.1070521,28.1031936,86.0,31.0,48.0,33.0,31.0
659,Alexandra activation,2026-08-28T10:21:29.000,-26.1070481,28.1031644,86.0,34.0,56.0,37.0,31.0
660,Alexandra activation,2026-08-28T10:21:34.000,-26.1070521,28.1031158,86.0,25.0,36.0,27.0,31.0
661,Alexandra activation,2026-08-28T10:21:39.000,-26.1070574,28.1030672,86.0,32.0,53.0,35.0,31.0
662,Alexandra activation,2026-08-28T10:21:44.000,-26.1070715,28.1030107,86.0,28.0,43.0,31.0,31.0
663,Alexandra activation,2026-08-28T10:21:49.000,-26.1071018,28.1029783,86.0,17.0,20.0,18.0,31.0
664,Alexandra activation,2026-08-28T10:21:54.000,-26.1071247,28.1029392,86.0,13.0,15.0,14.0,31.0
665,Alexandra activation,2026-08-28T10:21:59.000,-26.1071371,28.1029419,86.0,14.0,16.0,15.0,31.0
666,Alexandra activation,2026-08-28T10:22:04.000,-26.107125,28.1029554,86.0,15.0,17.0,16.0,31.0
667,Alexandra activation,2026-08-28T10:22:09.000,-26.1071238,28.1029351,86.0,16.0,18.0,17.0,32.0
668,Alexandra activation,2026-08-28T10:22:14.000,-26.1071222,28.1029314,86.0,16.0,18.0,17.0,32.0
669,Alexandra activation,2026-08-28T10:22:19.000,-26.1071091,28.1029086,86.0,15.0,17.0,16.0,31.0
670,Alexandra activation,2026-08-28T10:22:24.000,-26.1071372,28.1028626,86.0,17.0,19.0,18.0,31.0
671,Alexandra activation,2026-08-28T10:22:29.000,-26.1071661,28.102789,86.0,18.0,21.0,20.0,32.0
672,Alexandra activation,2026-08-28T10:22:34.000,-26.1071815,28.1027422,86.0,17.0,19.0,18.0,32.0
673,Alexandra activation,2026-08-28T10:22:39.000,-26.1071938,28.1026847,86.0,16.0,18.0,17.0,32.0
674,Alexandra activation,2026-08-28T10:22:44.000,-26.1071982,28.1026555,86.0,14.0,16.0,15.0,32.0
675,Alexandra activation,2026-08-28T10:22:49.000,-26.1071979,28.1026064,86.0,13.0,14.0,14.0,32.0
676,Alexandra activation,2026-08-28T10:22:54.000,-26.1071654,28.1025485,86.0,13.0,14.0,14.0,33.0
677,Alexandra activation,2026-08-28T10:22:59.000,-26.1071089,28.1025328,86.0,13.0,15.0,14.0,32.0
678,Alexandra activation,2026-08-28T10:23:04.000,-26.1070624,28.1025243,86.0,14.0,16.0,15.0,32.0
679,Alexandra activation,2026-08-28T10:23:09.000,-26.1070245,28.1025119,86.0,13.0,14.0,14.0,32.0
680,Alexandra activation,2026-08-28T10:23:14.000,-26.106974,28.1024711,86.0,13.0,15.0,14.0,32.0
681,Alexandra activation,2026-08-28T10:23:19.000,-26.1069291,28.1024365,86.0,13.0,14.0,14.0,31.0
682,Alexandra activation,2026-08-28T10:23:24.000,-26.1068747,28.1024349,85.0,13.0,14.0,14.0,31.0
683,Alexandra activation,2026-08-28T10:23:29.000,-26.1068164,28.1024257,85.0,12.0,13.0,13.0,30.0
684,Alexandra activation,2026-08-28T10:23:34.000,-26.106765,28.1023982,85.0,11.0,12.0,11.0,31.0
685,Alexandra activation,2026-08-28T10:23:39.000,-26.1067108,28.1023787,86.0,11.0,12.0,12.0,31.0
686,Alexandra activation,2026-08-28T10:23:44.000,-26.1066629,28.1023493,86.0,10.0,11.0,11.0,31.0
687,Alexandra activation,2026-08-28T10:23:49.000,-26.1066209,28.1023263,86.0,12.0,13.0,13.0,31.0
688,Alexandra activation,2026-08-28T10:23:54.000,-26.1066297,28.102329,86.0,14.0,16.0,15.0,31.0
689,Alexandra activation,2026-08-28T10:23:59.000,-26.1066307,28.1023424,86.0,14.0,15.0,15.0,31.0
690,Alexandra activation,2026-08-28T10:24:04.000,-26.1065995,28.1023333,86.0,13.0,14.0,14.0,31.0
691,Alexandra activation,2026-08-28T10:24:09.000,-26.1065325,28.1022889,86.0,12.0,13.0,13.0,31.0
692,Alexandra activation,2026-08-28T10:24:14.000,-26.1064835,28.1022821,86.0,12.0,13.0,13.0,31.0
693,Alexandra activation,2026-08-28T10:24:19.000,-26.106442,28.1022701,86.0,13.0,14.0,14.0,31.0
694,Alexandra activation,2026-08-28T10:24:24.000,-26.1063922,28.1022594,86.0,13.0,15.0,14.0,31.0
695,Alexandra activation,2026-08-28T10:24:29.000,-26.1063554,28.1022397,86.0,13.0,14.0,14.0,31.0
696,Alexandra activation,2026-08-28T10:24:34.000,-26.1063004,28.1022225,86.0,13.0,14.0,14.0,31.0
697,Alexandra activation,2026-08-28T10:24:39.000,-26.1062457,28.1021957,86.0,12.0,13.0,13.0,31.0
698,Alexandra activation,2026-08-28T10:24:44.000,-26.1061968,28.1021654,86.0,12.0,13.0,13.0,32.0
699,Alexandra activation,2026-08-28T10:24:49.000,-26.10616,28.1021481,86.0,11.0,12.0,12.0,32.0
700,Alexandra activation,2026-08-28T10:24:54.000,-26.1061124,28.102125,86.0,12.0,13.0,13.0,31.0
701,Alexandra activation,2026-08-28T10:24:59.000,-26.1060921,28.1021198,86.0,11.0,12.0,12.0,31.0
702,Alexandra activation,2026-08-28T10:25:04.000,-26.1060591,28.1021143,86.0,13.0,14.0,14.0,31.0
703,Alexandra activation,2026-08-28T10:25:09.000,-26.1060219,28.1020992,86.0,13.0,15.0,14.0,31.0
704,Alexandra activation,2026-08-28T10:25:14.000,-26.1059836,28.1020952,86.0,16.0,18.0,17.0,32.0
705,Alexandra activation,2026-08-28T10:25:19.000,-26.1059338,28.1020802,86.0,16.0,19.0,18.0,32.0
706,Alexandra activation,2026-08-28T10:25:24.000,-26.1058911,28.1020653,86.0,17.0,19.0,18.0,33.0
707,Alexandra activation,2026-08-28T10:25:29.000,-26.1058381,28.1020582,86.0,15.0,17.0,16.0,32.0
708,Alexandra activation,2026-08-28T10:25:34.000,-26.1058049,28.1019801,86.0,15.0,17.0,16.0,32.0
709,Alexandra activation,2026-08-28T10:25:39.000,-26.1057709,28.10195,86.0,17.0,19.0,18.0,32.0
710,Alexandra activation,2026-08-28T10:25:44.000,-26.1057592,28.1019094,86.0,18.0,21.0,20.0,32.0
711,Alexandra activation,2026-08-28T10:25:49.000,-26.1057472,28.1018946,86.0,35.0,60.0,40.0,33.0
712,Alexandra activation,2026-08-28T10:25:54.000,-26.105743,28.1018818,86.0,62.0,127.0,73.0,33.0
713,Alexandra activation,2026-08-28T10:25:59.000,-26.1057387,28.1018945,86.0,61.0,126.0,72.0,33.0
714,Alexandra activation,2026-08-28T10:26:04.000,-26.1057403,28.1018957,86.0,44.0,81.0,50.0,32.0
715,Alexandra activation,2026-08-28T10:26:09.000,-26.1057497,28.1019209,86.0,25.0,35.0,27.0,32.0
716,Alexandra activation,2026-08-28T10:26:14.000,-26.1057496,28.1019206,86.0,15.0,17.0,16.0,32.0
717,Alexandra activation,2026-08-28T10:26:19.000,-26.1057211,28.1018985,86.0,14.0,16.0,15.0,31.0
718,Alexandra activation,2026-08-28T10:26:24.000,-26.1057152,28.101887,86.0,14.0,16.0,15.0,32.0
719,Alexandra activation,2026-08-28T10:26:29.000,-26.1057143,28.1018775,86.0,13.0,14.0,14.0,33.0
720,Alexandra activation,2026-08-28T10:26:34.000,-26.1057136,28.1018763,86.0,14.0,16.0,15.0,34.0
721,Alexandra activation,2026-08-28T10:26:39.000,-26.1057148,28.1018762,86.0,14.0,16.0,15.0,34.0
722,Alexandra activation,2026-08-28T10:26:44.000,-26.1056913,28.1018601,86.0,14.0,15.0,14.0,34.0
723,Alexandra activation,2026-08-28T10:26:49.000,-26.1056747,28.1018302,86.0,14.0,16.0,15.0,33.0
724,Alexandra activation,2026-08-28T10:26:54.000,-26.105675,28.1018258,86.0,14.0,16.0,15.0,32.0
725,Alexandra activation,2026-08-28T10:26:59.000,-26.105678,28.1018282,86.0,14.0,16.0,15.0,32.0
726,Alexandra activation,2026-08-28T10:27:04.000,-26.1056792,28.1018271,86.0,14.0,15.0,15.0,32.0
727,Alexandra activation,2026-08-28T10:27:09.000,-26.1056625,28.1018216,86.0,12.0,13.0,13.0,32.0
728,Alexandra activation,2026-08-28T10:27:14.000,-26.1056127,28.1018434,86.0,12.0,13.0,13.0,32.0
729,Alexandra activation,2026-08-28T10:27:19.000,-26.1056034,28.1018696,86.0,12.0,13.0,13.0,32.0
730,Alexandra activation,2026-08-28T10:27:24.000,-26.1056106,28.1018632,86.0,12.0,13.0,13.0,32.0
731,Alexandra activation,2026-08-28T10:27:29.000,-26.105616,28.1018589,86.0,14.0,15.0,15.0,32.0
732,Alexandra activation,2026-08-28T10:27:34.000,-26.1056163,28.1018611,86.0,15.0,17.0,16.0,31.0
733,Alexandra activation,2026-08-28T10:27:39.000,-26.1056166,28.1018597,86.0,14.0,16.0,15.0,31.0
734,Alexandra activation,2026-08-28T10:27:44.000,-26.1055321,28.1018307,86.0,14.0,16.0,15.0,32.0
735,Alexandra activation,2026-08-28T10:27:49.000,-26.1054806,28.1018229,86.0,14.0,16.0,15.0,32.0
736,Alexandra activation,2026-08-28T10:27:54.000,-26.1054445,28.1018055,86.0,13.0,14.0,14.0,32.0
737,Alexandra activation,2026-08-28T10:27:59.000,-26.105415,28.1018097,86.0,13.0,14.0,14.0,31.0
738,Alexandra activation,2026-08-28T10:28:04.000,-26.1053727,28.1018155,86.0,12.0,13.0,13.0,32.0
739,Alexandra activation,2026-08-28T10:28:09.000,-26.1053464,28.1018195,86.0,12.0,13.0,13.0,32.0
740,Alexandra activation,2026-08-28T10:28:14.000,-26.1053391,28.1018088,86.0,12.0,13.0,13.0,32.0
741,Alexandra activation,2026-08-28T10:28:19.000,-26.1053026,28.1017803,86.0,13.0,14.0,14.0,32.0
742,Alexandra activation,2026-08-28T10:28:24.000,-26.1052447,28.101778,86.0,13.0,15.0,14.0,32.0
743,Alexandra activation,2026-08-28T10:28:29.000,-26.1052385,28.1017673,86.0,13.0,14.0,14.0,32.0
744,Alexandra activation,2026-08-28T10:28:34.000,-26.1052362,28.1017608,86.0,13.0,15.0,14.0,32.0
745,Alexandra activation,2026-08-28T10:28:39.000,-26.105225,28.1017461,86.0,13.0,15.0,14.0,32.0
746,Alexandra activation,2026-08-28T10:28:44.000,-26.1052277,28.1017416,86.0,13.0,14.0,14.0,32.0
747,Alexandra activation,2026-08-28T10:28:49.000,-26.1052253,28.1017275,86.0,13.0,14.0,14.0,32.0
748,Alexandra activation,2026-08-28T10:28:54.000,-26.1052009,28.1016921,86.0,13.0,15.0,15.0,32.0
749,Alexandra activation,2026-08-28T10:28:59.000,-26.1051495,28.1016919,86.0,16.0,18.0,17.0,32.0
750,Alexandra activation,2026-08-28T10:29:04.000,-26.1051273,28.1016936,86.0,15.0,17.0,16.0,31.0
751,Alexandra activation,2026-08-28T10:29:09.000,-26.1051118,28.1016959,86.0,13.0,15.0,14.0,31.0
752,Alexandra activation,2026-08-28T10:29:14.000,-26.1050904,28.1016921,86.0,13.0,14.0,14.0,31.0
753,Alexandra activation,2026-08-28T10:29:19.000,-26.1050855,28.1016819,86.0,14.0,16.0,15.0,31.0
754,Alexandra activation,2026-08-28T10:29:24.000,-26.105066,28.1016787,86.0,13.0,15.0,14.0,31.0
755,Alexandra activation,2026-08-28T10:29:29.000,-26.1050186,28.101664,86.0,14.0,16.0,15.0,31.0
756,Alexandra activation,2026-08-28T10:29:34.000,-26.1049597,28.1016545,86.0,13.0,14.0,14.0,31.0
757,Alexandra activation,2026-08-28T10:29:39.000,-26.1049219,28.1016398,86.0,15.0,17.0,16.0,32.0
758,Alexandra activation,2026-08-28T10:29:44.000,-26.104864,28.1016239,86.0,14.0,15.0,15.0,32.0
759,Alexandra activation,2026-08-28T10:29:49.000,-26.1048149,28.1016236,86.0,13.0,14.0,14.0,32.0
760,Alexandra activation,2026-08-28T10:29:54.000,-26.1047641,28.1016154,86.0,13.0,14.0,14.0,32.0
761,Alexandra activation,2026-08-28T10:29:59.000,-26.1047441,28.1016009,86.0,12.0,13.0,13.0,31.0
762,Alexandra activation,2026-08-28T10:30:04.000,-26.1047329,28.1016122,86.0,13.0,15.0,14.0,31.0
763,Alexandra activation,2026-08-28T10:30:09.000,-26.1046973,28.1016037,86.0,14.0,16.0,16.0,31.0
764,Alexandra activation,2026-08-28T10:30:14.000,-26.1046614,28.1015785,86.0,15.0,17.0,16.0,31.0
765,Alexandra activation,2026-08-28T10:30:19.000,-26.1046315,28.1015586,86.0,16.0,18.0,17.0,31.0
766,Alexandra activation,2026-08-28T10:30:24.000,-26.1045902,28.1015319,86.0,16.0,18.0,17.0,31.0
767,Alexandra activation,2026-08-28T10:30:29.000,-26.1045495,28.1015255,86.0,14.0,16.0,15.0,31.0
768,Alexandra activation,2026-08-28T10:30:34.000,-26.1045073,28.1015183,86.0,12.0,13.0,13.0,31.0
769,Alexandra activation,2026-08-28T10:30:39.000,-26.1044663,28.1014883,86.0,12.0,13.0,13.0,31.0
770,Alexandra activation,2026-08-28T10:30:44.000,-26.1044323,28.1014702,86.0,12.0,13.0,13.0,31.0
771,Alexandra activation,2026-08-28T10:30:49.000,-26.1044072,28.1014646,86.0,14.0,16.0,15.0,31.0
772,Alexandra activation,2026-08-28T10:30:54.000,-26.1043569,28.101459,86.0,14.0,16.0,15.0,31.0
773,Alexandra activation,2026-08-28T10:30:59.000,-26.1043152,28.1014598,86.0,12.0,13.0,13.0,31.0
774,Alexandra activation,2026-08-28T10:31:04.000,-26.1042761,28.1014452,86.0,12.0,13.0,13.0,31.0
775,Alexandra activation,2026-08-28T10:31:09.000,-26.1042156,28.1014469,86.0,12.0,13.0,13.0,31.0
776,Alexandra activation,2026-08-28T10:31:14.000,-26.1041728,28.1014282,86.0,12.0,13.0,13.0,31.0
777,Alexandra activation,2026-08-28T10:31:19.000,-26.1041149,28.1013738,86.0,11.0,12.0,12.0,31.0
778,Alexandra activation,2026-08-28T10:31:24.000,-26.1040714,28.1013685,86.0,12.0,13.0,13.0,31.0
779,Alexandra activation,2026-08-28T10:31:29.000,-26.1040515,28.1013827,86.0,12.0,13.0,13.0,31.0
780,Alexandra activation,2026-08-28T10:31:34.000,-26.1040406,28.101377,86.0,11.0,12.0,12.0,31.0
